Row ID,#water_source,#water_tech,Water Source Type
117472,Dug Well,KABUL,Unprotected dug well
145412,Tube Well,INDUS,Borehole or tubewell
58148,,Non-Mechanized Borehole,Borehole or tubewell
175756,,Not a manual pump,Null
26124,Shallow well,Other - SWN 81 Hand pump,Protected dug well
229494,,Public Stand Post,Public tap or standpipe
228399,,Shallow well,Unprotected dug well
322905,,Protected spring,Protected spring
52136,Hand-drilled tube well,Nira/Tanira Hand pump,Borehole or tubewell
56239,Dam,None Communal standpipe,Surface water
323607,,Public Stand Post,Public tap or standpipe
178960,,STAND POST,Public tap or standpipe
219198,,Shallow well,Unprotected dug well
129702,Dug Well,KABUL,Unprotected dug well
162148,Dams,"Hand / manual (e.g. rope pump, rope & bucket)",Surface water
212954,,Valley Tank,Null
294377,,Rainwater Harvest Tank,Rainwater
338401,Public tap/standpipe (stand alone or water kiosk,Hand manual|Hand (manual),Public tap or standpipe
263225,,Shallow well,Unprotected dug well
51576,Shallow well,None Hand pump,Protected dug well
198460,,TUBE WELL,Borehole or tubewell
10568,,DUG WELL,Unprotected dug well
197670,,DUG WELL,Unprotected dug well
325058,,Yard tap for public use,Piped into public tap or basin
258569,,Deep borehole,Borehole or tubewell
66221,Protected Well (no pump),Bucket,Protected dug well
244248,,Deep borehole,Borehole or tubewell
295316,,Protected spring,Protected spring
323674,,Public Stand Post,Public tap or standpipe
306242,,Rainwater Harvest Tank,Rainwater
337665,Protected dug well,Hand Pump|Afridev,Protected dug well
68261,Protected Well (no pump),Bucket,Protected dug well
395209,Hand Dug Well,Manual/foot-Afridev,Unprotected dug well
219937,,Shallow well,Unprotected dug well
6521,,TUBE WELL,Borehole or tubewell
208143,,Deep borehole,Borehole or tubewell
293332,,Rainwater Harvest Tank,Rainwater
322847,,Protected spring,Protected spring
50991,River/Lake,Mono Communal standpipe multiple,Surface water
277763,,Public Stand Post,Public tap or standpipe
14233,,DUG WELL,Unprotected dug well
6027,,TUBE WELL,Borehole or tubewell
296856,,Public Stand Post,Public tap or standpipe
271304,,Protected spring,Protected spring
146078,Dug Well,KABUL,Unprotected dug well
259715,,Deep borehole,Borehole or tubewell
131360,Tube Well,INDUS,Borehole or tubewell
166155,Manual pump on hand-dug well,Afridev,Protected dug well
66360,Pump on hand-dug well,Unidentified,Protected dug well
59941,,Non-Mechanized Borehole,Borehole or tubewell
271364,,Deep borehole,Borehole or tubewell
158850,Tube Well,INDUS,Borehole or tubewell
176883,Manual pump on hand-dug well,Afridev,Protected dug well
68800,Protected Well (no pump),Bucket,Protected dug well
201655,,Shallow Well,Unprotected dug well
78530,Pump on hand-dug well,India Mark,Protected dug well
7086,,DUG WELL,Unprotected dug well
285457,,Rainwater Harvest Tank,Rainwater
30452,Spring,Gravity Communal standpipe,Protected spring
92846,Pump on hand-dug well,India Mark,Protected dug well
125341,Tube Well,INDUS,Borehole or tubewell
80139,Protected Well (no pump),Bucket,Protected dug well
200357,,DUG WELL,Unprotected dug well
13070,,TUBE WELL,Borehole or tubewell
389704,Borehole,,Borehole or tubewell
238149,,Deep borehole,Borehole or tubewell
194660,,DUG WELL,Unprotected dug well
159485,Tube Well,PAMIR,Borehole or tubewell
288232,,Valley Tank,Null
166703,stand pipe,Not a manual pump,Public tap or standpipe
307395,,Public Stand Post,Public tap or standpipe
67973,Standpipe or Tapstand,,Public tap or standpipe
277075,,Rainwater Harvest Tank,Rainwater
349132,,AfriDev Handpump,Protected dug well
182150,,STAND POST,Public tap or standpipe
78153,Pump on hand-dug well,Kardia,Protected dug well
4383,,STAND POST,Public tap or standpipe
283729,,Shallow well,Unprotected dug well
254202,,Deep borehole,Borehole or tubewell
205615,,Shallow well,Unprotected dug well
325875,gravity fed standpipe,no pump,Piped into public tap or basin
202714,,Deep borehole,Borehole or tubewell
130414,Tube Well,Other,Borehole or tubewell
94906,Standpipe or Tapstand,,Public tap or standpipe
178141,Manual pump on hand-dug well,Afridev,Protected dug well
28507,Spring,None Communal standpipe,Protected spring
182817,,DUG WELL,Unprotected dug well
13215,,DUG WELL,Unprotected dug well
55819,Dam,Gravity Communal standpipe multiple,Surface water
195368,,DUG WELL,Unprotected dug well
113716,Tube Well,PAMIR,Borehole or tubewell
352233,,Gravity Fed System with Pump,Null
160848,Dams,"Hand / manual (e.g. rope pump, rope & bucket)",Surface water
275612,,Shallow well,Unprotected dug well
240920,,Protected spring,Protected spring
222979,,Deep borehole,Borehole or tubewell
143524,Tube Well,PAMIR,Borehole or tubewell
207199,,Public Stand Post,Public tap or standpipe
271565,,Deep borehole,Borehole or tubewell
6924,,TUBE WELL,Borehole or tubewell
245649,,Deep borehole,Borehole or tubewell
319718,,Protected spring,Protected spring
49342,Hand-drilled tube well,Mono Communal standpipe multiple,Borehole or tubewell
396141,,Hand pumps/Number of hand pumps,Borehole or tubewell
25181,River/Lake,None Communal standpipe,Surface water
334474,Tubewell or borehole,Hand pump|Afridev,Borehole or tubewell
131977,Tube Well,INDUS,Borehole or tubewell
278449,,Protected spring,Protected spring
60921,,Non-Mechanized Borehole,Borehole or tubewell
334448,Rain water,,Rainwater
211804,,Deep borehole,Borehole or tubewell
290963,,Shallow well,Unprotected dug well
63288,Pump on hand-dug well,India Mark,Protected dug well
389866,Borehole,,Borehole or tubewell
63168,Standpipe or Tapstand,,Public tap or standpipe
353182,,PHE 6 Handpump,Borehole or tubewell
201684,,Shallow Well,Unprotected dug well
197668,,DUG WELL,Unprotected dug well
291298,,Shallow well,Unprotected dug well
77346,Pump on hand-dug well,India Mark,Protected dug well
296034,,Protected spring,Protected spring
315306,,Shallow well,Unprotected dug well
225798,,Deep borehole,Borehole or tubewell
67288,Pump on hand-dug well,Unidentified,Protected dug well
336794,Tube well or borehole,Hand Pump|Afridev,Borehole or tubewell
312126,,Rainwater Harvest Tank,Rainwater
325309,,Shallow well,Unprotected dug well
214431,,Protected spring,Protected spring
273467,,Protected spring,Protected spring
102022,Standpipe or Tapstand,,Public tap or standpipe
129985,Dug Well,KABUL,Unprotected dug well
6108,,DUG WELL,Unprotected dug well
239997,,Shallow well,Unprotected dug well
194541,,DUG WELL,Unprotected dug well
310677,,Rainwater Harvest Tank,Rainwater
242770,,Public Stand Post,Public tap or standpipe
280238,,Yard tap for public use,Piped into public tap or basin
12818,,DUG WELL,Unprotected dug well
113664,Tube Well,PAMIR,Borehole or tubewell
351176,,Mark II,Protected dug well
148069,Tube Well,INDUS,Borehole or tubewell
210320,,Deep borehole,Borehole or tubewell
387986,Borehole,IMK II,Borehole or tubewell
332787,gravity fed standpipe,no pump,Piped into public tap or basin
320407,,Rainwater Harvest Tank,Rainwater
15090,River/Lake,Gravity Communal standpipe,Surface water
149102,Dug Well,,Unprotected dug well
127353,Tube Well,PAMIR,Borehole or tubewell
98735,Protected Well (no pump),Bucket,Protected dug well
57934,,Non-Mechanized Borehole,Borehole or tubewell
25286,River/Lake,Gravity Communal standpipe,Surface water
60354,,Non-Mechanized Borehole,Borehole or tubewell
131404,Dug Well,,Unprotected dug well
282556,,Protected spring,Protected spring
324525,,Protected spring,Protected spring
256553,,Protected spring,Protected spring
146651,Tube Well,KABUL,Borehole or tubewell
254640,,Protected spring,Protected spring
312320,,Protected spring,Protected spring
290751,,Yard tap for public use,Piped into public tap or basin
158209,Tube Well,KABUL,Borehole or tubewell
262063,,Protected spring,Protected spring
255719,,Deep borehole,Borehole or tubewell
143700,Tube Well,KABUL,Borehole or tubewell
200901,,Spot Spring,Unprotected spring
26176,Spring,Gravity Communal standpipe,Protected spring
2547,,DUG WELL,Unprotected dug well
219788,,Public Stand Post,Public tap or standpipe
9561,,DUG WELL,Unprotected dug well
134507,Dug Well,KABUL,Unprotected dug well
8335,,DUG WELL,Unprotected dug well
257547,,Protected spring,Protected spring
230043,,Deep borehole,Borehole or tubewell
29812,River/Lake,Gravity Communal standpipe,Surface water
11725,,DUG WELL,Unprotected dug well
100699,Pump on hand-dug well,Afridev,Protected dug well
351207,,Temple Pump (Mandir Pump),Borehole or tubewell
26493,Spring,Gravity Improved spring,Protected spring
60199,,Non-Mechanized Borehole,Borehole or tubewell
309640,,Rainwater Harvest Tank,Rainwater
67399,Protected Well (no pump),Bucket,Protected dug well
162887,Manual pump on borehole,Afridev,Borehole or tubewell
141917,Tube Well,INDUS,Borehole or tubewell
66326,Pump on hand-dug well,Inkar,Protected dug well
245647,,Deep borehole,Borehole or tubewell
201812,,Unprotected handdug well,Unprotected dug well
83358,Protected Well (no pump),Bucket,Protected dug well
29649,River/Lake,Gravity Communal standpipe,Surface water
101597,Standpipe or Tapstand,,Public tap or standpipe
28120,Rainwater harvesting,None Communal standpipe,Rainwater
52385,Hand-drilled tube well,SWN 80 Hand pump,Borehole or tubewell
270562,,Shallow well,Unprotected dug well
333470,,Borehole or tubewell,Borehole or tubewell
273668,,Protected spring,Protected spring
28724,River/Lake,Gravity Communal standpipe multiple,Surface water
93910,Pump on hand-dug well,India Mark,Protected dug well
142636,Dug Well,INDUS,Unprotected dug well
57027,Shallow well,Nira/Tanira Hand pump,Protected dug well
333949,Dam/Pan(runoff harvesting),,Surface water
202836,,Deep borehole,Borehole or tubewell
128616,Dug Well,,Unprotected dug well
398135,,Hand pumps/Number of hand pumps,Borehole or tubewell
276159,,Shallow well,Unprotected dug well
53176,Shallow well,SWN 80 Hand pump,Protected dug well
178702,,TUBE WELL,Borehole or tubewell
164949,Manual pump on borehole,Afridev,Borehole or tubewell
338395,Tube well or borehole,Submersible pump|Electricity,Borehole or tubewell
112648,Stand Post,,Public tap or standpipe
9382,,DUG WELL,Unprotected dug well
272035,,Rainwater Harvest Tank,Rainwater
213258,,Deep borehole,Borehole or tubewell
335893,Protected dug well,Hand Pump|Afridev,Protected dug well
141618,Tube Well,INDUS,Borehole or tubewell
309244,,Shallow well,Unprotected dug well
204901,,Deep borehole,Borehole or tubewell
227129,,Protected spring,Protected spring
275682,,Shallow well,Unprotected dug well
286059,,Shallow well,Unprotected dug well
164160,stand pipe,Not a manual pump,Public tap or standpipe
258489,,Shallow well,Unprotected dug well
66994,Pump on borehole,Kardia,Borehole or tubewell
76533,Pump on hand-dug well,India Mark,Protected dug well
5576,,DUG WELL,Unprotected dug well
288008,,Public Stand Post,Public tap or standpipe
178914,,TUBE WELL,Borehole or tubewell
337117,Public tap/standpipe (stand alone or water kiosk,Submersible pump|Electricity,Public tap or standpipe
290685,,Yard tap for public use,Piped into public tap or basin
215634,,Deep borehole,Borehole or tubewell
97133,Pump on hand-dug well,Kardia,Protected dug well
294732,,Shallow well,Unprotected dug well
278501,,Protected spring,Protected spring
160033,Dams,"Hand / manual (e.g. rope pump, rope & bucket)",Surface water
197053,,DUG WELL,Unprotected dug well
286012,,Rainwater Harvest Tank,Rainwater
68895,Pump on hand-dug well,India Mark,Protected dug well
94693,Protected Well (no pump),Bucket,Protected dug well
277961,,Protected spring,Protected spring
112575,Stand Post,,Public tap or standpipe
31006,Not recorded,Gravity Not recorded,Null
161908,Boreholes,,Borehole or tubewell
148963,Tube Well,INDUS,Borehole or tubewell
278375,,Shallow well,Unprotected dug well
323523,,Yard tap for public use,Piped into public tap or basin
320280,,Public Stand Post,Public tap or standpipe
223458,,Rainwater Harvest Tank,Rainwater
311603,,Rainwater Harvest Tank,Rainwater
148802,Dug Well,KABUL,Unprotected dug well
221595,,Protected spring,Protected spring
350034,,Company Supplied Piped Water,Null
112040,Tube Well,INDUS,Borehole or tubewell
84450,Protected Well (no pump),Bucket,Protected dug well
116787,Stand Post,,Public tap or standpipe
277343,,Yard tap for public use,Piped into public tap or basin
221155,,Deep borehole,Borehole or tubewell
279464,,Shallow well,Unprotected dug well
192518,,DUG WELL,Unprotected dug well
323728,,Protected spring,Protected spring
203707,,Protected spring,Protected spring
9547,,DUG WELL,Unprotected dug well
255166,,Rainwater Harvest Tank,Rainwater
11603,,DUG WELL,Unprotected dug well
320360,,Protected spring,Protected spring
100689,Protected Well (no pump),Bucket,Protected dug well
349414,,Gravity Fed System with Pump,Null
311974,,Rainwater Harvest Tank,Rainwater
65279,Pump on hand-dug well,India Mark,Protected dug well
272594,,Deep borehole,Borehole or tubewell
178492,Manual pump on hand-dug well,Afridev,Protected dug well
143049,Stand Post,,Public tap or standpipe
115709,Tube Well,Other,Borehole or tubewell
317329,,Public Stand Post,Public tap or standpipe
97565,Pump on hand-dug well,India Mark,Protected dug well
133922,Tube Well,INDUS,Borehole or tubewell
218970,,Shallow well,Unprotected dug well
131228,Tube Well,PAMIR,Borehole or tubewell
222833,,Deep borehole,Borehole or tubewell
50074,Machine-drilled borehole,Afridev Hand pump,Borehole or tubewell
258884,,Deep borehole,Borehole or tubewell
255661,,Protected spring,Protected spring
296899,,Rainwater Harvest Tank,Rainwater
144528,Tube Well,INDUS,Borehole or tubewell
174682,Manual pump on borehole,Afridev,Borehole or tubewell
314258,,Deep borehole,Borehole or tubewell
240161,,Rainwater Harvest Tank,Rainwater
203333,,Protected spring,Protected spring
110416,Standpipe or Tapstand,,Public tap or standpipe
349167,,AfriDev Handpump,Protected dug well
298489,,Protected spring,Protected spring
182362,,STAND POST,Public tap or standpipe
112817,Stand Post,,Public tap or standpipe
317282,,Protected spring,Protected spring
159672,Dug Well,INDUS,Unprotected dug well
260927,,Protected spring,Protected spring
128175,Tube Well,PAMIR,Borehole or tubewell
389932,Borehole,,Borehole or tubewell
84458,Protected Well (no pump),Bucket,Protected dug well
100293,Protected Well (no pump),Bucket,Protected dug well
100038,Pump on hand-dug well,India Mark,Protected dug well
56265,Dam,Gravity Hand pump,Surface water
8585,,DUG WELL,Unprotected dug well
166272,Manual pump on borehole,Afridev,Borehole or tubewell
289168,,Rainwater Harvest Tank,Rainwater
81171,Pump on borehole,Kardia,Borehole or tubewell
274691,,Rainwater Harvest Tank,Rainwater
200778,,Shallow Dug Well,Unprotected dug well
272023,,Rainwater Harvest Tank,Rainwater
270615,,Protected spring,Protected spring
77876,Standpipe or Tapstand,,Public tap or standpipe
78573,Pump on hand-dug well,India Mark,Protected dug well
159776,Tube Well,PAMIR,Borehole or tubewell
337506,Protected dug well,Hand Pump|Afridev,Protected dug well
336332,Unprotected Spring,,Unprotected spring
285355,,Shallow well,Unprotected dug well
160910,Boreholes,Manual (hand pump),Borehole or tubewell
224910,,Shallow well,Unprotected dug well
141563,Dug Well,,Unprotected dug well
352063,,Gravity Fed System with Pump,Null
326110,gravity fed standpipe,no pump,Piped into public tap or basin
68866,Pump on hand-dug well,Afridev,Protected dug well
392981,,Protected Spring Catchment,Protected spring
56171,Dam,None Dam,Surface water
276812,,Deep borehole,Borehole or tubewell
110140,Standpipe or Tapstand,,Public tap or standpipe
203978,,Protected spring,Protected spring
12957,,DUG WELL,Unprotected dug well
92815,Pump on hand-dug well,Kardia,Protected dug well
270836,,Deep borehole,Borehole or tubewell
254181,,Deep borehole,Borehole or tubewell
177392,Manual pump on hand-dug well,India Mark,Protected dug well
82435,Protected spring,,Protected spring
10470,,DUG WELL,Unprotected dug well
102317,Standpipe or Tapstand,,Public tap or standpipe
317338,,Public Stand Post,Public tap or standpipe
102051,Standpipe or Tapstand,,Public tap or standpipe
309533,,Rainwater Harvest Tank,Rainwater
151366,Dug Well,PAMIR,Unprotected dug well
352510,,PHED Piped Supply System,Null
112717,Dug Well,KABUL,Unprotected dug well
77205,Pump on hand-dug well,India Mark,Protected dug well
64856,Pump on hand-dug well,India Mark,Protected dug well
179177,,STAND POST,Public tap or standpipe
193417,,TUBE WELL,Borehole or tubewell
297512,,Rainwater Harvest Tank,Rainwater
394255,,Tap stands/public stand posts - Gravity Fed System,Piped into public tap or basin
254791,,Protected spring,Protected spring
142648,Tube Well,INDUS,Borehole or tubewell
67275,Pump on borehole,Kardia,Borehole or tubewell
113116,Dug Well,INDUS,Unprotected dug well
220289,,Deep borehole,Borehole or tubewell
211489,,Deep borehole,Borehole or tubewell
205949,,Deep borehole,Borehole or tubewell
210026,,Protected spring,Protected spring
12360,,DUG WELL,Unprotected dug well
395548,Hand Dug Well,Manual/foot-Afridev,Unprotected dug well
178659,,TUBE WELL,Borehole or tubewell
199867,,DUG WELL,Unprotected dug well
132076,Tube Well,INDUS,Borehole or tubewell
9658,,DUG WELL,Unprotected dug well
208686,,Deep borehole,Borehole or tubewell
226873,,Protected spring,Protected spring
166118,Manual pump on hand-dug well,Afridev,Protected dug well
9857,,DUG WELL,Unprotected dug well
13256,,STAND POST,Public tap or standpipe
226032,,Shallow well,Unprotected dug well
110992,Stand Post,,Public tap or standpipe
281718,,Protected spring,Protected spring
100907,Pump on hand-dug well,India Mark,Protected dug well
116515,Tube Well,INDUS,Borehole or tubewell
333913,Surface water(lake),,Surface water
289236,,Deep borehole,Borehole or tubewell
277653,,Yard tap for public use,Piped into public tap or basin
159175,Dug Well,INDUS,Unprotected dug well
79395,Protected Well (no pump),Bucket,Protected dug well
102274,Standpipe or Tapstand,,Public tap or standpipe
309107,,Rainwater Harvest Tank,Rainwater
229679,,Deep borehole,Borehole or tubewell
98633,Protected Well (no pump),Bucket,Protected dug well
144454,Tube Well,INDUS,Borehole or tubewell
238248,,Deep borehole,Borehole or tubewell
207597,,Deep borehole,Borehole or tubewell
287427,,Protected spring,Protected spring
131761,Tube Well,INDUS,Borehole or tubewell
113358,Tube Well,PAMIR,Borehole or tubewell
200113,,DUG WELL,Unprotected dug well
126926,Stand Post,,Public tap or standpipe
273488,,Shallow well,Unprotected dug well
31709,Shallow well,Afridev Hand pump,Protected dug well
315097,,Shallow well,Unprotected dug well
202205,,Protected well with hand pump,Protected dug well
11071,,TUBE WELL,Borehole or tubewell
162796,Manual pump on hand-dug well,Afridev,Protected dug well
29355,River/Lake,Gravity Communal standpipe,Surface water
206672,,Shallow well,Unprotected dug well
133167,Dug Well,,Unprotected dug well
30763,Not recorded,Gravity Not recorded,Null
338533,,Borehole with hand pump,Borehole or tubewell
317712,,Public Stand Post,Public tap or standpipe
184201,,TUBE WELL,Borehole or tubewell
229460,,Kiosk,Public tap or standpipe
165388,Manual pump on hand-dug well,Afridev,Protected dug well
259209,,Shallow well,Unprotected dug well
228830,,Public Stand Post,Public tap or standpipe
165688,Manual pump on hand-dug well,Afridev,Protected dug well
351047,,PHE 6 Handpump,Borehole or tubewell
325470,,Public Stand Post,Public tap or standpipe
217557,,Public Stand Post,Public tap or standpipe
17477,Machine-drilled borehole,Mono Communal standpipe multiple,Borehole or tubewell
99427,Standpipe or Tapstand,,Public tap or standpipe
287570,,Yard tap for public use,Piped into public tap or basin
242838,,Public Stand Post,Public tap or standpipe
4062,,DUG WELL,Unprotected dug well
149543,Tube Well,INDUS,Borehole or tubewell
53011,Machine Drilled Borehole,SWN 80 Hand pump,Borehole or tubewell
182513,,STAND POST,Public tap or standpipe
99550,Pump on hand-dug well,India Mark,Protected dug well
218405,,Protected spring,Protected spring
223370,,Deep borehole,Borehole or tubewell
52226,Spring,Gravity Communal stand pipe,Protected spring
204621,,Deep borehole,Borehole or tubewell
286960,,Deep borehole,Borehole or tubewell
131866,Tube Well,INDUS,Borehole or tubewell
200094,,TUBE WELL,Borehole or tubewell
166202,Manual pump on hand-dug well,Afridev,Protected dug well
102120,Standpipe or Tapstand,,Public tap or standpipe
349152,,Gravity Fed System,Null
195283,,DUG WELL,Unprotected dug well
133655,Tube Well,PAMIR,Borehole or tubewell
177490,Manual pump on hand-dug well,Afridev,Protected dug well
272204,,Shallow well,Unprotected dug well
388029,Borehole,,Borehole or tubewell
151368,Tube Well,INDUS,Borehole or tubewell
215450,,Deep borehole,Borehole or tubewell
197035,,DUG WELL,Unprotected dug well
259214,,Shallow well,Unprotected dug well
396698,,Hand pumps/Number of hand pumps,Borehole or tubewell
338147,Public tap/standpipe (stand alone or water kiosk,Hand manual|Hand (manual),Public tap or standpipe
144033,Stand Post,,Public tap or standpipe
324854,,Yard tap for public use,Piped into public tap or basin
132490,Tube Well,INDUS,Borehole or tubewell
29358,River/Lake,Gravity Communal standpipe,Surface water
16131,Shallow well,None Other,Unprotected dug well
31411,Machine-drilled borehole,Mono Communal standpipe multiple,Borehole or tubewell
292806,,Shallow well,Unprotected dug well
258395,,Protected spring,Protected spring
69346,Protected Well (no pump),Bucket,Protected dug well
157996,Tube Well,INDUS,Borehole or tubewell
270135,,Protected spring,Protected spring
48854,Hand-drilled tube well,Nira/Tanira Hand pump,Borehole or tubewell
78962,Protected Well (no pump),Bucket,Protected dug well
210508,,Deep borehole,Borehole or tubewell
130666,Dug Well,KABUL,Unprotected dug well
61628,,Non-Mechanized Borehole,Borehole or tubewell
256250,,Protected spring,Protected spring
222126,,Deep borehole,Borehole or tubewell
296079,,Public Stand Post,Public tap or standpipe
31536,River,Gravity Communal standpipe multiple,Surface water
126821,Tube Well,INDUS,Borehole or tubewell
78972,Protected Well (no pump),Bucket,Protected dug well
130476,Tube Well,KABUL,Borehole or tubewell
228319,,Protected spring,Protected spring
308445,,Protected spring,Protected spring
311050,,Rainwater Harvest Tank,Rainwater
286007,,Rainwater Harvest Tank,Rainwater
31871,Shallow well,Other Hand pump,Protected dug well
309967,,Yard tap for public use,Piped into public tap or basin
257619,,Protected spring,Protected spring
291143,,Shallow well,Unprotected dug well
288100,,Rainwater Harvest Tank,Rainwater
396748,,Hand pumps/Number of hand pumps,Borehole or tubewell
320894,,Protected spring,Protected spring
126854,Tube Well,,Borehole or tubewell
61164,,Non-Mechanized Borehole,Borehole or tubewell
79112,Protected Well (no pump),Bucket,Protected dug well
239320,,Protected spring,Protected spring
201304,,Spot Spring,Unprotected spring
115245,Dug Well,INDUS,Unprotected dug well
260855,,Deep borehole,Borehole or tubewell
195715,,DUG WELL,Unprotected dug well
132372,Tube Well,INDUS,Borehole or tubewell
164523,Manual pump on hand-dug well,India Mark,Protected dug well
201255,,Spot Spring,Unprotected spring
147015,Stand Post,,Public tap or standpipe
62190,,Non-Mechanized Borehole,Borehole or tubewell
197690,,DUG WELL,Unprotected dug well
319771,,Protected spring,Protected spring
242421,,Shallow well,Unprotected dug well
199585,,TUBE WELL,Borehole or tubewell
246464,,Protected spring,Protected spring
9638,,DUG WELL,Unprotected dug well
351646,,PHE 6 Handpump,Borehole or tubewell
297023,,Rainwater Harvest Tank,Rainwater
125655,Dug Well,,Unprotected dug well
196793,,DUG WELL,Unprotected dug well
280317,,Yard tap for public use,Piped into public tap or basin
193987,,DUG WELL,Unprotected dug well
67231,Protected Well (no pump),Bucket,Protected dug well
280160,,Protected spring,Protected spring
176023,Manual pump on hand-dug well,Afridev,Protected dug well
353190,,PHED Piped supply system,Null
203464,,Protected spring,Protected spring
286631,,Protected spring,Protected spring
240761,,Deep borehole,Borehole or tubewell
113051,Dug Well,,Unprotected dug well
94327,Water Kiosk with Tank,,Public tap or standpipe
254267,,Protected spring,Protected spring
6038,,DUG WELL,Unprotected dug well
149740,Dug Well,,Unprotected dug well
224584,,Deep borehole,Borehole or tubewell
230033,,Deep borehole,Borehole or tubewell
213702,,Deep borehole,Borehole or tubewell
296176,,Protected spring,Protected spring
178816,,TUBE WELL,Borehole or tubewell
229102,,Protected spring,Protected spring
101769,Standpipe or Tapstand,,Public tap or standpipe
276759,,Deep borehole,Borehole or tubewell
217957,,Protected spring,Protected spring
256612,,Protected spring,Protected spring
274890,,Protected spring,Protected spring
18242,Machine-drilled borehole,Mono Cattle trough,Borehole or tubewell
191717,,TUBE WELL,Borehole or tubewell
289067,,Public Stand Post,Public tap or standpipe
98440,Pump on hand-dug well,Kardia,Protected dug well
387277,Borehole,IMK II,Borehole or tubewell
197905,,DUG WELL,Unprotected dug well
60704,,Non-Mechanized Borehole,Borehole or tubewell
16350,Shallow well,None Other,Unprotected dug well
258640,,Shallow well,Unprotected dug well
175694,Manual pump on hand-dug well,Afridev,Protected dug well
193934,,DUG WELL,Unprotected dug well
114226,Tube Well,INDUS,Borehole or tubewell
219125,,Deep borehole,Borehole or tubewell
60600,,Non-Mechanized Borehole,Borehole or tubewell
77777,Standpipe or Tapstand,,Public tap or standpipe
320370,,Rainwater Harvest Tank,Rainwater
67588,Pump on hand-dug well,India Mark,Protected dug well
315310,,Shallow well,Unprotected dug well
213249,,Deep borehole,Borehole or tubewell
315068,,Protected spring,Protected spring
56553,Machine-drilled borehole,Afridev Hand pump,Borehole or tubewell
322845,,Protected spring,Protected spring
62072,,Non-Mechanized Borehole,Borehole or tubewell
333420,,Piped into public tap or basin,Piped into public tap or basin
100496,Pump on hand-dug well,India Mark,Protected dug well
12620,,DUG WELL,Unprotected dug well
58221,,Non-Mechanized Borehole,Borehole or tubewell
28938,River/Lake,Gravity Communal standpipe multiple,Surface water
8455,,DUG WELL,Unprotected dug well
161189,Boreholes,Manual (hand pump),Borehole or tubewell
117626,Stand Post,,Public tap or standpipe
307880,,Public Stand Post,Public tap or standpipe
245299,,Deep borehole,Borehole or tubewell
246244,,Shallow well,Unprotected dug well
349579,,Gravity Fed System with Pump,Null
83298,Protected Well (no pump),Bucket,Protected dug well
114440,Stand Post,,Public tap or standpipe
191322,,DUG WELL,Unprotected dug well
272355,,Rainwater Harvest Tank,Rainwater
320397,,Rainwater Harvest Tank,Rainwater
13926,,DUG WELL,Unprotected dug well
128128,Tube Well,PAMIR,Borehole or tubewell
5344,,DUG WELL,Unprotected dug well
15672,Rainwater harvesting,Gravity Communal standpipe,Rainwater
116066,Stand Post,,Public tap or standpipe
253575,,Public Stand Post,Public tap or standpipe
244062,,Yard tap for public use,Piped into public tap or basin
313432,,Protected spring,Protected spring
387957,Borehole,,Borehole or tubewell
29799,River/Lake,Gravity Communal standpipe,Surface water
130001,Dug Well,KABUL,Unprotected dug well
54776,Shallow well,Nira/Tanira Hand pump,Protected dug well
225760,,Deep borehole,Borehole or tubewell
183133,,TUBE WELL,Borehole or tubewell
314980,,Protected spring,Protected spring
308648,,Deep borehole,Borehole or tubewell
50292,Shallow well,Nira/Tanira Hand pump,Protected dug well
319556,,Yard tap for public use,Piped into public tap or basin
192220,,DUG WELL,Unprotected dug well
285217,,Protected spring,Protected spring
263140,,Kiosk,Public tap or standpipe
206175,,Deep borehole,Borehole or tubewell
210088,,Protected spring,Protected spring
607,,DUG WELL,Unprotected dug well
263066,,Rainwater Harvest Tank,Rainwater
351723,,Mark II,Protected dug well
272647,,Rainwater Harvest Tank,Rainwater
313078,,Protected spring,Protected spring
53542,Machine-drilled borehole,Submersible Communal standpipe multiple,Borehole or tubewell
148865,Dug Well,KABUL,Unprotected dug well
338291,Tube well or borehole,Submersible pump|Electricity,Borehole or tubewell
68162,Pump on hand-dug well,India Mark,Protected dug well
243736,,Deep borehole,Borehole or tubewell
84898,Pump on hand-dug well,India Mark,Protected dug well
258500,,Shallow well,Unprotected dug well
197791,,DUG WELL,Unprotected dug well
149874,Dug Well,KABUL,Unprotected dug well
8614,,DUG WELL,Unprotected dug well
116167,Dug Well,INDUS,Unprotected dug well
338404,Public tap/standpipe (stand alone or water kiosk,Hand manual|Hand (manual),Public tap or standpipe
208043,,Deep borehole,Borehole or tubewell
147645,Tube Well,PAMIR,Borehole or tubewell
270027,,Rainwater Harvest Tank,Rainwater
273224,,Valley Tank,Null
49710,Machine Drilled Borehole,Submersible Communal standpipe,Borehole or tubewell
293657,,Rainwater Harvest Tank,Rainwater
311010,,Rainwater Harvest Tank,Rainwater
270638,,Rainwater Harvest Tank,Rainwater
52064,Hand-drilled tube well,SWN 80 Hand pump,Borehole or tubewell
272196,,Rainwater Harvest Tank,Rainwater
312898,,Yard tap for public use,Piped into public tap or basin
199819,,DUG WELL,Unprotected dug well
281479,,Yard tap for public use,Piped into public tap or basin
391466,Borehole,IMK II,Borehole or tubewell
388312,Borehole,IMK II,Borehole or tubewell
313700,,Protected spring,Protected spring
101366,Pump on hand-dug well,India Mark,Protected dug well
65376,Protected Well (no pump),Bucket,Protected dug well
